"index","mc","mclds","mismc","mismclds"
"2315","0.000023","0.000010","0.000082","0.000010",
"2316","0.000029","0.000010","0.000081","0.000010",
"2317","0.000036","0.000010","0.000081","0.000010",
"2318","0.000045","0.000010","0.000080","0.000010",
"2319","0.000051","0.000010","0.000081","0.000010",
"2320","0.000054","0.000010","0.000081","0.000010",
"2321","0.000052","0.000010","0.000081","0.000010",
"2322","0.000054","0.000010","0.000080","0.000010",
"2323","0.000054","0.000010","0.000079","0.000010",
"2324","0.000055","0.000010","0.000079","0.000010",
"2325","0.000054","0.000010","0.000079","0.000010",
"2326","0.000057","0.000010","0.000079","0.000010",
"2327","0.000060","0.000010","0.000079","0.000010",
"2328","0.000062","0.000010","0.000079","0.000010",
"2329","0.000059","0.000010","0.000079","0.000010",
"2330","0.000053","0.000010","0.000078","0.000010",
"2331","0.000049","0.000010","0.000076","0.000010",
"2332","0.000047","0.000010","0.000076","0.000010",
"2333","0.000043","0.000010","0.000075","0.000010",
"2334","0.000046","0.000010","0.000076","0.000010",
"2335","0.000049","0.000010","0.000076","0.000010",
"2336","0.000051","0.000010","0.000077","0.000010",
"2337","0.000051","0.000010","0.000077","0.000010",
"2338","0.000051","0.000010","0.000077","0.000010",
"2339","0.000057","0.000010","0.000077","0.000010",
"2340","0.000058","0.000010","0.000079","0.000010",
"2341","0.000062","0.000010","0.000078","0.000010",
"2342","0.000058","0.000010","0.000078","0.000010",
"2343","0.000056","0.000010","0.000077","0.000010",
"2344","0.000056","0.000010","0.000077","0.000010",
"2345","0.000061","0.000010","0.000077","0.000010",
"2346","0.000065","0.000010","0.000077","0.000010",
"2347","0.000062","0.000010","0.000078","0.000010",
"2348","0.000054","0.000010","0.000077","0.000010",
"2349","0.000053","0.000010","0.000077","0.000010",
"2350","0.000053","0.000010","0.000079","0.000010",
"2351","0.000051","0.000010","0.000078","0.000010",
"2352","0.000052","0.000010","0.000078","0.000010",
"2353","0.000052","0.000010","0.000077","0.000010",
"2354","0.000055","0.000010","0.000077","0.000010",
"2355","0.000048","0.000010","0.000076","0.000010",
"2356","0.000043","0.000010","0.000076","0.000010",
"2357","0.000045","0.000010","0.000076","0.000010",
"2358","0.000039","0.000010","0.000076","0.000010",
"2359","0.000041","0.000010","0.000076","0.000010",
"2360","0.000038","0.000010","0.000076","0.000010",
"2361","0.000039","0.000010","0.000076","0.000010",
"2362","0.000040","0.000010","0.000076","0.000010",
"2363","0.000040","0.000010","0.000077","0.000010",
"2364","0.000039","0.000010","0.000079","0.000010",
"2365","0.000038","0.000010","0.000080","0.000010",
"2366","0.000043","0.000010","0.000079","0.000010",
"2367","0.000046","0.000010","0.000080","0.000010",
"2368","0.000052","0.000010","0.000080","0.000010",
"2369","0.000052","0.000010","0.000081","0.000010",
"2370","0.000052","0.000010","0.000081","0.000010",
"2371","0.000050","0.000010","0.000082","0.000010",
"2372","0.000051","0.000010","0.000082","0.000010",
"2373","0.000054","0.000010","0.000081","0.000010",
"2374","0.000049","0.000010","0.000081","0.000010",
"2375","0.000052","0.000010","0.000081","0.000010",
"2376","0.000051","0.000010","0.000080","0.000010",
"2377","0.000050","0.000010","0.000080","0.000010",
"2378","0.000054","0.000010","0.000079","0.000010",
"2379","0.000060","0.000010","0.000079","0.000010",
"2380","0.000059","0.000010","0.000078","0.000010",
"2381","0.000051","0.000010","0.000076","0.000010",
"2382","0.000053","0.000010","0.000076","0.000010",
"2383","0.000053","0.000010","0.000075","0.000010",
"2384","0.000049","0.000010","0.000075","0.000010",
"2385","0.000048","0.000010","0.000076","0.000010",
"2386","0.000044","0.000010","0.000077","0.000010",
"2387","0.000047","0.000010","0.000077","0.000010",
"2388","0.000046","0.000010","0.000075","0.000010",
"2389","0.000048","0.000010","0.000074","0.000010",
"2390","0.000050","0.000010","0.000074","0.000010",
"2391","0.000053","0.000010","0.000074","0.000010",
"2392","0.000058","0.000010","0.000074","0.000010",
"2393","0.000052","0.000010","0.000074","0.000010",
"2394","0.000050","0.000010","0.000075","0.000010",
"2395","0.000050","0.000010","0.000075","0.000010",
"2396","0.000044","0.000010","0.000074","0.000010",
"2397","0.000045","0.000010","0.000074","0.000010",
"2398","0.000044","0.000010","0.000074","0.000010",
"2399","0.000041","0.000010","0.000074","0.000010",
"2400","0.000037","0.000010","0.000073","0.000010",
"2401","0.000032","0.000010","0.000073","0.000010",
"2402","0.000028","0.000010","0.000074","0.000010",
"2403","0.000028","0.000010","0.000073","0.000010",
"2404","0.000026","0.000010","0.000072","0.000010",
"2405","0.000025","0.000010","0.000073","0.000010",
"2406","0.000022","0.000010","0.000073","0.000010",
"2407","0.000027","0.000010","0.000072","0.000010",
"2408","0.000023","0.000010","0.000071","0.000010",
"2409","0.000021","0.000010","0.000071","0.000010",
"2410","0.000021","0.000010","0.000069","0.000010",
"2411","0.000017","0.000010","0.000068","0.000010",
"2412","0.000012","0.000010","0.000068","0.000010",
"2413","0.000022","0.000010","0.000066","0.000010",
"2414","0.000023","0.000010","0.000066","0.000010",
"2415","0.000025","0.000010","0.000067","0.000010",
"2416","0.000019","0.000010","0.000066","0.000010",
"2417","0.000022","0.000010","0.000067","0.000010",
"2418","0.000023","0.000010","0.000067","0.000010",
"2419","0.000011","0.000010","0.000067","0.000010",
"2420","0.000014","0.000010","0.000068","0.000010",
"2421","0.000014","0.000010","0.000068","0.000010",
"2422","0.000010","0.000010","0.000068","0.000010",
"2423","0.000010","0.000010","0.000069","0.000010",
"2424","0.000011","0.000010","0.000069","0.000010",
"2425","0.000014","0.000010","0.000069","0.000010",
"2426","0.000010","0.000010","0.000069","0.000010",
"2427","0.000010","0.000010","0.000068","0.000010",
"2428","0.000010","0.000010","0.000068","0.000010",
"2429","0.000010","0.000010","0.000068","0.000010",
"2430","0.000010","0.000010","0.000068","0.000010",
"2431","0.000011","0.000010","0.000068","0.000010",
"2432","0.000010","0.000010","0.000068","0.000010",
"2433","0.000010","0.000010","0.000068","0.000010",
"2434","0.000010","0.000010","0.000068","0.000010",
"2435","0.000010","0.000010","0.000068","0.000010",
"2436","0.000010","0.000010","0.000070","0.000010",
"2437","0.000010","0.000010","0.000070","0.000010",
"2438","0.000010","0.000010","0.000070","0.000010",
"2439","0.000010","0.000010","0.000069","0.000010",
"2440","0.000010","0.000010","0.000069","0.000010",
"2441","0.000010","0.000010","0.000068","0.000010",
"2442","0.000010","0.000010","0.000069","0.000010",
"2443","0.000011","0.000010","0.000068","0.000010",
"2444","0.000010","0.000010","0.000068","0.000010",
"2445","0.000010","0.000010","0.000068","0.000010",
"2446","0.000010","0.000010","0.000068","0.000010",
"2447","0.000010","0.000010","0.000067","0.000010",
"2448","0.000010","0.000010","0.000067","0.000010",
"2449","0.000010","0.000010","0.000068","0.000010",
"2450","0.000010","0.000010","0.000067","0.000010",
"2451","0.000010","0.000010","0.000065","0.000010",
"2452","0.000010","0.000010","0.000064","0.000010",
"2453","0.000010","0.000010","0.000065","0.000010",
"2454","0.000010","0.000010","0.000066","0.000010",
"2455","0.000010","0.000010","0.000066","0.000010",
"2456","0.000010","0.000010","0.000067","0.000010",
"2457","0.000010","0.000010","0.000066","0.000010",
"2458","0.000010","0.000010","0.000065","0.000010",
"2459","0.000010","0.000010","0.000065","0.000010",
"2460","0.000014","0.000010","0.000064","0.000010",
"2461","0.000010","0.000010","0.000063","0.000010",
"2462","0.000010","0.000010","0.000063","0.000010",
"2463","0.000012","0.000010","0.000063","0.000010",
"2464","0.000015","0.000010","0.000061","0.000010",
"2465","0.000017","0.000010","0.000061","0.000010",
"2466","0.000015","0.000010","0.000062","0.000010",
"2467","0.000018","0.000010","0.000063","0.000010",
"2468","0.000019","0.000010","0.000062","0.000010",
"2469","0.000022","0.000010","0.000062","0.000010",
"2470","0.000022","0.000010","0.000062","0.000010",
"2471","0.000026","0.000010","0.000061","0.000010",
"2472","0.000027","0.000010","0.000061","0.000010",
"2473","0.000023","0.000010","0.000061","0.000010",
"2474","0.000024","0.000010","0.000060","0.000010",
"2475","0.000029","0.000010","0.000060","0.000010",
"2476","0.000025","0.000010","0.000060","0.000010",
"2477","0.000030","0.000010","0.000061","0.000010",
"2478","0.000030","0.000010","0.000062","0.000010",
"2479","0.000034","0.000010","0.000063","0.000010",
"2480","0.000035","0.000010","0.000063","0.000010",
"2481","0.000032","0.000010","0.000062","0.000010",
"2482","0.000034","0.000010","0.000062","0.000010",
"2483","0.000035","0.000010","0.000062","0.000010",
"2484","0.000039","0.000010","0.000062","0.000010",
"2485","0.000039","0.000010","0.000062","0.000010",
"2486","0.000043","0.000010","0.000062","0.000010",
"2487","0.000044","0.000010","0.000063","0.000010",
"2488","0.000041","0.000010","0.000063","0.000010",
"2489","0.000042","0.000010","0.000063","0.000010",
"2490","0.000039","0.000010","0.000064","0.000010",
"2491","0.000037","0.000010","0.000064","0.000010",
"2492","0.000038","0.000010","0.000064","0.000010",
"2493","0.000037","0.000010","0.000063","0.000010",
"2494","0.000031","0.000010","0.000064","0.000010",
"2495","0.000027","0.000010","0.000064","0.000010",
"2496","0.000029","0.000010","0.000065","0.000010",
"2497","0.000026","0.000010","0.000064","0.000010",
"2498","0.000028","0.000010","0.000064","0.000010",
"2499","0.000027","0.000010","0.000063","0.000010",
"2500","0.000029","0.000010","0.000062","0.000010",
"2501","0.000034","0.000010","0.000063","0.000010",
"2502","0.000037","0.000010","0.000064","0.000010",
"2503","0.000036","0.000010","0.000064","0.000010",
"2504","0.000034","0.000010","0.000063","0.000010",
"2505","0.000029","0.000010","0.000063","0.000010",
"2506","0.000025","0.000010","0.000063","0.000010",
"2507","0.000032","0.000010","0.000062","0.000010",
"2508","0.000040","0.000010","0.000062","0.000010",
"2509","0.000039","0.000010","0.000062","0.000010",
"2510","0.000045","0.000010","0.000061","0.000010",
"2511","0.000040","0.000010","0.000064","0.000010",
"2512","0.000044","0.000010","0.000063","0.000010",
"2513","0.000046","0.000010","0.000063","0.000010",
"2514","0.000043","0.000010","0.000063","0.000010",
"2515","0.000043","0.000010","0.000064","0.000010",
"2516","0.000044","0.000010","0.000065","0.000010",
"2517","0.000040","0.000010","0.000067","0.000010",
"2518","0.000047","0.000010","0.000067","0.000010",
"2519","0.000043","0.000010","0.000068","0.000010",
"2520","0.000047","0.000010","0.000068","0.000010",
"2521","0.000040","0.000010","0.000069","0.000010",
"2522","0.000044","0.000010","0.000069","0.000010",
"2523","0.000045","0.000010","0.000069","0.000010",
"2524","0.000046","0.000010","0.000068","0.000010",
"2525","0.000047","0.000010","0.000067","0.000010",
"2526","0.000051","0.000010","0.000067","0.000010",
"2527","0.000052","0.000010","0.000067","0.000010",
"2528","0.000052","0.000010","0.000067","0.000010",
"2529","0.000054","0.000010","0.000067","0.000010",
"2530","0.000050","0.000010","0.000066","0.000010",
"2531","0.000045","0.000010","0.000067","0.000010",
"2532","0.000042","0.000010","0.000065","0.000010",
"2533","0.000044","0.000010","0.000065","0.000010",
"2534","0.000043","0.000010","0.000065","0.000010",
"2535","0.000040","0.000010","0.000065","0.000010",
"2536","0.000035","0.000010","0.000065","0.000010",
"2537","0.000031","0.000010","0.000064","0.000010",
"2538","0.000028","0.000010","0.000062","0.000010",
"2539","0.000030","0.000010","0.000061","0.000010",
"2540","0.000025","0.000010","0.000061","0.000010",
"2541","0.000018","0.000010","0.000061","0.000010",
"2542","0.000018","0.000010","0.000063","0.000010",
"2543","0.000015","0.000010","0.000062","0.000010",
"2544","0.000014","0.000010","0.000061","0.000010",
"2545","0.000017","0.000010","0.000061","0.000010",
"2546","0.000015","0.000010","0.000060","0.000010",
"2547","0.000017","0.000010","0.000061","0.000010",
"2548","0.000020","0.000010","0.000062","0.000010",
"2549","0.000016","0.000010","0.000063","0.000010",
"2550","0.000011","0.000010","0.000063","0.000010",
"2551","0.000013","0.000010","0.000064","0.000010",
"2552","0.000010","0.000010","0.000064","0.000010",
"2553","0.000011","0.000010","0.000064","0.000010",
"2554","0.000010","0.000010","0.000064","0.000010",
"2555","0.000010","0.000010","0.000062","0.000010",
"2556","0.000010","0.000010","0.000061","0.000010",
"2557","0.000010","0.000010","0.000061","0.000010",
"2558","0.000010","0.000010","0.000061","0.000010",
"2559","0.000010","0.000010","0.000060","0.000010",
"2560","0.000010","0.000010","0.000059","0.000010",
"2561","0.000010","0.000010","0.000059","0.000010",
"2562","0.000010","0.000010","0.000061","0.000010",
"2563","0.000010","0.000010","0.000062","0.000010",
"2564","0.000010","0.000010","0.000061","0.000010",
"2565","0.000010","0.000010","0.000063","0.000010",
"2566","0.000010","0.000010","0.000063","0.000010",
"2567","0.000010","0.000010","0.000063","0.000010",
"2568","0.000012","0.000010","0.000063","0.000010",
"2569","0.000012","0.000010","0.000063","0.000010",
"2570","0.000011","0.000010","0.000063","0.000010",
"2571","0.000011","0.000010","0.000064","0.000010",
"2572","0.000010","0.000010","0.000064","0.000010",
"2573","0.000010","0.000010","0.000064","0.000010",
"2574","0.000010","0.000010","0.000064","0.000010",
"2575","0.000010","0.000010","0.000063","0.000010",
"2576","0.000010","0.000010","0.000063","0.000010",
"2577","0.000010","0.000010","0.000064","0.000010",
"2578","0.000010","0.000010","0.000063","0.000010",
"2579","0.000010","0.000010","0.000064","0.000010",
"2580","0.000010","0.000010","0.000063","0.000010",
"2581","0.000010","0.000010","0.000063","0.000010",
"2582","0.000010","0.000010","0.000063","0.000010",
"2583","0.000010","0.000010","0.000063","0.000010",
"2584","0.000010","0.000010","0.000064","0.000010",
"2585","0.000010","0.000010","0.000064","0.000010",
"2586","0.000010","0.000010","0.000065","0.000010",
"2587","0.000010","0.000010","0.000064","0.000010",
"2588","0.000010","0.000010","0.000064","0.000010",
"2589","0.000010","0.000010","0.000064","0.000010",
"2590","0.000010","0.000010","0.000065","0.000010",
"2591","0.000010","0.000010","0.000065","0.000010",
"2592","0.000010","0.000010","0.000064","0.000010",
"2593","0.000010","0.000010","0.000064","0.000010",
"2594","0.000010","0.000010","0.000065","0.000010",
"2595","0.000010","0.000010","0.000065","0.000010",
"2596","0.000010","0.000010","0.000065","0.000010",
"2597","0.000010","0.000010","0.000063","0.000010",
"2598","0.000010","0.000010","0.000063","0.000010",
"2599","0.000010","0.000010","0.000063","0.000010",
"2600","0.000011","0.000010","0.000063","0.000010",
"2601","0.000010","0.000010","0.000063","0.000010",
"2602","0.000010","0.000010","0.000064","0.000010",
"2603","0.000010","0.000010","0.000064","0.000010",
"2604","0.000010","0.000010","0.000064","0.000010",
"2605","0.000010","0.000010","0.000062","0.000010",
"2606","0.000010","0.000010","0.000061","0.000010",
"2607","0.000010","0.000010","0.000063","0.000010",
"2608","0.000010","0.000010","0.000063","0.000010",
"2609","0.000010","0.000010","0.000064","0.000010",
"2610","0.000010","0.000010","0.000064","0.000010",
"2611","0.000010","0.000010","0.000064","0.000010",
"2612","0.000010","0.000010","0.000064","0.000010",
"2613","0.000012","0.000010","0.000063","0.000010",
"2614","0.000010","0.000010","0.000063","0.000010",
"2615","0.000010","0.000010","0.000063","0.000010",
"2616","0.000010","0.000010","0.000062","0.000010",
"2617","0.000010","0.000010","0.000061","0.000010",
"2618","0.000011","0.000010","0.000061","0.000010",
"2619","0.000010","0.000010","0.000060","0.000010",
"2620","0.000010","0.000010","0.000061","0.000010",
"2621","0.000010","0.000010","0.000060","0.000010",
"2622","0.000010","0.000010","0.000061","0.000010",
"2623","0.000010","0.000010","0.000063","0.000010",
"2624","0.000010","0.000010","0.000062","0.000010",
"2625","0.000010","0.000010","0.000061","0.000010",
"2626","0.000010","0.000010","0.000063","0.000010",
"2627","0.000010","0.000010","0.000063","0.000010",
"2628","0.000010","0.000010","0.000063","0.000010",
"2629","0.000010","0.000010","0.000062","0.000010",
"2630","0.000010","0.000010","0.000062","0.000010",
"2631","0.000010","0.000010","0.000061","0.000010",
"2632","0.000010","0.000010","0.000060","0.000010",
"2633","0.000010","0.000010","0.000059","0.000010",
"2634","0.000010","0.000010","0.000058","0.000010",
"2635","0.000010","0.000010","0.000058","0.000010",
"2636","0.000010","0.000010","0.000059","0.000010",
"2637","0.000012","0.000010","0.000059","0.000010",
"2638","0.000010","0.000010","0.000058","0.000010",
"2639","0.000010","0.000010","0.000058","0.000010",
"2640","0.000010","0.000010","0.000058","0.000010",
"2641","0.000012","0.000010","0.000058","0.000010",
"2642","0.000012","0.000010","0.000057","0.000010",
"2643","0.000015","0.000010","0.000057","0.000010",
"2644","0.000016","0.000010","0.000056","0.000010",
"2645","0.000019","0.000010","0.000056","0.000010",
"2646","0.000020","0.000010","0.000055","0.000010",
"2647","0.000025","0.000010","0.000057","0.000010",
"2648","0.000030","0.000010","0.000057","0.000010",
"2649","0.000028","0.000010","0.000058","0.000010",
"2650","0.000028","0.000010","0.000058","0.000010",
"2651","0.000030","0.000010","0.000057","0.000010",
"2652","0.000030","0.000010","0.000056","0.000010",
"2653","0.000032","0.000010","0.000057","0.000010",
"2654","0.000030","0.000010","0.000056","0.000010",
"2655","0.000027","0.000010","0.000057","0.000010",
"2656","0.000026","0.000010","0.000057","0.000010",
"2657","0.000024","0.000010","0.000057","0.000010",
"2658","0.000025","0.000010","0.000057","0.000010",
"2659","0.000024","0.000010","0.000058","0.000010",
"2660","0.000022","0.000010","0.000058","0.000010",
"2661","0.000020","0.000010","0.000058","0.000010",
"2662","0.000017","0.000010","0.000058","0.000010",
"2663","0.000017","0.000010","0.000057","0.000010",
"2664","0.000010","0.000010","0.000058","0.000010",
"2665","0.000010","0.000010","0.000058","0.000010",
"2666","0.000010","0.000010","0.000058","0.000010",
"2667","0.000012","0.000010","0.000058","0.000010",
"2668","0.000018","0.000010","0.000058","0.000010",
"2669","0.000019","0.000010","0.000057","0.000010",
"2670","0.000016","0.000010","0.000057","0.000010",
"2671","0.000018","0.000010","0.000058","0.000010",
"2672","0.000011","0.000010","0.000058","0.000010",
"2673","0.000010","0.000010","0.000058","0.000010",
"2674","0.000012","0.000010","0.000058","0.000010",
"2675","0.000010","0.000010","0.000058","0.000010",
"2676","0.000010","0.000010","0.000059","0.000010",
"2677","0.000010","0.000010","0.000058","0.000010",
"2678","0.000010","0.000010","0.000058","0.000010",
"2679","0.000010","0.000010","0.000058","0.000010",
"2680","0.000010","0.000010","0.000057","0.000010",
"2681","0.000010","0.000010","0.000055","0.000010",
"2682","0.000010","0.000010","0.000057","0.000010",
"2683","0.000010","0.000010","0.000058","0.000010",
"2684","0.000010","0.000010","0.000059","0.000010",
"2685","0.000010","0.000010","0.000059","0.000010",
"2686","0.000010","0.000010","0.000058","0.000010",
"2687","0.000010","0.000010","0.000059","0.000010",
"2688","0.000010","0.000010","0.000059","0.000010",
"2689","0.000010","0.000010","0.000060","0.000010",
"2690","0.000010","0.000010","0.000060","0.000010",
"2691","0.000010","0.000010","0.000060","0.000010",
"2692","0.000010","0.000010","0.000060","0.000010",
"2693","0.000010","0.000010","0.000062","0.000010",
"2694","0.000010","0.000010","0.000063","0.000010",
"2695","0.000010","0.000010","0.000063","0.000010",
"2696","0.000010","0.000010","0.000062","0.000010",
"2697","0.000010","0.000010","0.000063","0.000010",
"2698","0.000010","0.000010","0.000063","0.000010",
"2699","0.000010","0.000010","0.000062","0.000010",
"2700","0.000010","0.000010","0.000063","0.000010",
"2701","0.000010","0.000010","0.000064","0.000010",
"2702","0.000010","0.000010","0.000063","0.000010",
"2703","0.000010","0.000010","0.000063","0.000010",
"2704","0.000010","0.000010","0.000062","0.000010",
"2705","0.000010","0.000010","0.000063","0.000010",
"2706","0.000012","0.000010","0.000061","0.000010",
"2707","0.000012","0.000010","0.000061","0.000010",
"2708","0.000014","0.000010","0.000061","0.000010",
"2709","0.000011","0.000010","0.000062","0.000010",
"2710","0.000010","0.000010","0.000062","0.000010",
"2711","0.000010","0.000010","0.000062","0.000010",
"2712","0.000015","0.000010","0.000061","0.000010",
"2713","0.000022","0.000010","0.000062","0.000010",
"2714","0.000021","0.000010","0.000061","0.000010",
"2715","0.000020","0.000010","0.000061","0.000010",
"2716","0.000018","0.000010","0.000062","0.000010",
"2717","0.000019","0.000010","0.000062","0.000010",
"2718","0.000021","0.000010","0.000062","0.000010",
"2719","0.000025","0.000010","0.000062","0.000010",
"2720","0.000023","0.000010","0.000061","0.000010",
"2721","0.000024","0.000010","0.000061","0.000010",
"2722","0.000019","0.000010","0.000061","0.000010",
"2723","0.000021","0.000010","0.000063","0.000010",
"2724","0.000020","0.000010","0.000063","0.000010",
"2725","0.000022","0.000010","0.000063","0.000010",
"2726","0.000019","0.000010","0.000062","0.000010",
"2727","0.000020","0.000010","0.000063","0.000010",
"2728","0.000014","0.000010","0.000062","0.000010",
"2729","0.000014","0.000010","0.000063","0.000010",
"2730","0.000015","0.000010","0.000063","0.000010",
"2731","0.000017","0.000010","0.000064","0.000010",
"2732","0.000024","0.000010","0.000064","0.000010",
"2733","0.000021","0.000010","0.000064","0.000010",
"2734","0.000022","0.000010","0.000064","0.000010",
"2735","0.000023","0.000010","0.000064","0.000010",
"2736","0.000026","0.000010","0.000063","0.000010",
"2737","0.000023","0.000010","0.000063","0.000010",
"2738","0.000022","0.000010","0.000062","0.000010",
"2739","0.000018","0.000010","0.000062","0.000010",
"2740","0.000020","0.000010","0.000061","0.000010",
"2741","0.000022","0.000010","0.000061","0.000010",
"2742","0.000019","0.000010","0.000060","0.000010",
"2743","0.000017","0.000010","0.000060","0.000010",
"2744","0.000015","0.000010","0.000060","0.000010",
"2745","0.000020","0.000010","0.000059","0.000010",
"2746","0.000024","0.000010","0.000060","0.000010",
"2747","0.000021","0.000010","0.000061","0.000010",
"2748","0.000023","0.000010","0.000060","0.000010",
"2749","0.000018","0.000010","0.000060","0.000010",
"2750","0.000018","0.000010","0.000060","0.000010",
"2751","0.000014","0.000010","0.000060","0.000010",
"2752","0.000011","0.000010","0.000060","0.000010",
"2753","0.000015","0.000010","0.000060","0.000010",
"2754","0.000014","0.000010","0.000060","0.000010",
"2755","0.000012","0.000010","0.000061","0.000010",
"2756","0.000020","0.000010","0.000060","0.000010",
"2757","0.000016","0.000010","0.000060","0.000010",
"2758","0.000013","0.000010","0.000060","0.000010",
"2759","0.000010","0.000010","0.000059","0.000010",
"2760","0.000014","0.000010","0.000058","0.000010",
"2761","0.000016","0.000010","0.000057","0.000010",
"2762","0.000014","0.000010","0.000057","0.000010",
"2763","0.000017","0.000010","0.000058","0.000010",
"2764","0.000017","0.000010","0.000057","0.000010",
"2765","0.000014","0.000010","0.000058","0.000010",
"2766","0.000014","0.000010","0.000058","0.000010",
"2767","0.000014","0.000010","0.000057","0.000010",
"2768","0.000010","0.000010","0.000056","0.000010",
"2769","0.000010","0.000010","0.000057","0.000010",
"2770","0.000014","0.000010","0.000057","0.000010",
"2771","0.000010","0.000010","0.000058","0.000010",
"2772","0.000010","0.000010","0.000057","0.000010",
"2773","0.000010","0.000010","0.000057","0.000010",
"2774","0.000010","0.000010","0.000057","0.000010",
"2775","0.000010","0.000010","0.000058","0.000010",
"2776","0.000010","0.000010","0.000058","0.000010",
"2777","0.000010","0.000010","0.000057","0.000010",
"2778","0.000010","0.000010","0.000058","0.000010",
"2779","0.000010","0.000010","0.000057","0.000010",
"2780","0.000010","0.000010","0.000059","0.000010",
"2781","0.000011","0.000010","0.000059","0.000010",
"2782","0.000016","0.000010","0.000058","0.000010",
"2783","0.000022","0.000010","0.000058","0.000010",
"2784","0.000029","0.000010","0.000058","0.000010",
"2785","0.000029","0.000010","0.000058","0.000010",
"2786","0.000031","0.000010","0.000059","0.000010",
"2787","0.000030","0.000010","0.000058","0.000010",
"2788","0.000030","0.000010","0.000058","0.000010",
"2789","0.000029","0.000010","0.000058","0.000010",
"2790","0.000026","0.000010","0.000058","0.000010",
"2791","0.000028","0.000010","0.000059","0.000010",
"2792","0.000027","0.000010","0.000058","0.000010",
"2793","0.000029","0.000010","0.000058","0.000010",
"2794","0.000025","0.000010","0.000060","0.000010",
"2795","0.000026","0.000010","0.000060","0.000010",
"2796","0.000023","0.000010","0.000061","0.000010",
"2797","0.000022","0.000010","0.000061","0.000010",
"2798","0.000021","0.000010","0.000062","0.000010",
"2799","0.000024","0.000010","0.000062","0.000010",
"2800","0.000026","0.000010","0.000061","0.000010",
"2801","0.000028","0.000010","0.000061","0.000010",
"2802","0.000029","0.000010","0.000060","0.000010",
"2803","0.000032","0.000010","0.000059","0.000010",
"2804","0.000029","0.000010","0.000059","0.000010",
"2805","0.000027","0.000010","0.000059","0.000010",
"2806","0.000030","0.000010","0.000057","0.000010",
"2807","0.000029","0.000010","0.000059","0.000010",
"2808","0.000027","0.000010","0.000059","0.000010",
"2809","0.000025","0.000010","0.000059","0.000010",
"2810","0.000026","0.000010","0.000059","0.000010",
"2811","0.000028","0.000010","0.000060","0.000010",
"2812","0.000030","0.000010","0.000060","0.000010",
"2813","0.000034","0.000010","0.000059","0.000010",
"2814","0.000028","0.000010","0.000059","0.000010",
"2815","0.000033","0.000010","0.000059","0.000010",
"2816","0.000035","0.000010","0.000059","0.000010",
"2817","0.000032","0.000010","0.000059","0.000010",
"2818","0.000031","0.000010","0.000059","0.000010",
"2819","0.000035","0.000010","0.000059","0.000010",
"2820","0.000038","0.000010","0.000060","0.000010",
"2821","0.000036","0.000010","0.000061","0.000010",
"2822","0.000033","0.000010","0.000061","0.000010",
"2823","0.000035","0.000010","0.000060","0.000010",
"2824","0.000032","0.000010","0.000061","0.000010",
"2825","0.000034","0.000010","0.000061","0.000010",
"2826","0.000034","0.000010","0.000062","0.000010",
"2827","0.000037","0.000010","0.000062","0.000010",
"2828","0.000041","0.000010","0.000063","0.000010",
"2829","0.000042","0.000010","0.000063","0.000010",
"2830","0.000043","0.000010","0.000063","0.000010",
"2831","0.000047","0.000010","0.000062","0.000010",
"2832","0.000043","0.000010","0.000064","0.000010",
"2833","0.000043","0.000010","0.000063","0.000010",
"2834","0.000043","0.000010","0.000064","0.000010",
"2835","0.000039","0.000010","0.000064","0.000010",
"2836","0.000038","0.000010","0.000065","0.000010",
"2837","0.000037","0.000010","0.000066","0.000010",
"2838","0.000040","0.000010","0.000067","0.000010",
"2839","0.000038","0.000010","0.000065","0.000010",
"2840","0.000044","0.000010","0.000064","0.000010",
"2841","0.000051","0.000010","0.000063","0.000010",
"2842","0.000054","0.000010","0.000063","0.000010",
"2843","0.000053","0.000010","0.000062","0.000010",
"2844","0.000054","0.000010","0.000063","0.000010",
"2845","0.000057","0.000010","0.000062","0.000010",
"2846","0.000052","0.000010","0.000061","0.000010",
"2847","0.000048","0.000010","0.000061","0.000010",
"2848","0.000048","0.000010","0.000060","0.000010",
"2849","0.000050","0.000010","0.000061","0.000010",
"2850","0.000054","0.000010","0.000060","0.000010",
"2851","0.000046","0.000010","0.000059","0.000010",
"2852","0.000049","0.000010","0.000059","0.000010",
"2853","0.000046","0.000010","0.000059","0.000010",
"2854","0.000044","0.000010","0.000059","0.000010",
"2855","0.000044","0.000010","0.000059","0.000010",
"2856","0.000048","0.000010","0.000059","0.000010",
"2857","0.000053","0.000010","0.000059","0.000010",
"2858","0.000055","0.000010","0.000058","0.000010",
"2859","0.000056","0.000010","0.000058","0.000010",
"2860","0.000057","0.000010","0.000059","0.000010",
"2861","0.000054","0.000010","0.000058","0.000010",
"2862","0.000054","0.000010","0.000058","0.000010",
"2863","0.000056","0.000010","0.000058","0.000010",
"2864","0.000055","0.000010","0.000058","0.000010",
"2865","0.000052","0.000010","0.000057","0.000010",
"2866","0.000056","0.000010","0.000058","0.000010",
"2867","0.000056","0.000010","0.000059","0.000010",
"2868","0.000058","0.000010","0.000058","0.000010",
"2869","0.000062","0.000010","0.000056","0.000010",
"2870","0.000065","0.000010","0.000057","0.000010",
"2871","0.000064","0.000010","0.000057","0.000010",
"2872","0.000064","0.000010","0.000056","0.000010",
"2873","0.000064","0.000010","0.000057","0.000010",
